Date of Journey,Class of Travel,Quota,From,To,Booking Date,Current Status,Number of Passengers,Age of Passengers,Travel Time,Special Considerations,Confirmation Status
18-03-2027,Sleeper,Ladies,Ahmedabad,Ahmedabad,17-07-2026,Confirmed,5,Child,2,Defense Quota,Confirmed
19-03-2027,3AC,Ladies,Chennai,Howrah,18-07-2026,RAC,3,Senior Citizen,22,Senior Citizen,Confirmed
20-03-2027,Sleeper,Tatkal,Bhavnagar,Bhavnagar,19-07-2026,Waitlisted,5,Child,2,None,Not Confirmed
21-03-2027,Sleeper,General,Bhavnagar,Surat,20-07-2026,Confirmed,1,Adult,38,Senior Citizen,Confirmed
25-03-2027,1AC,Premium Tatkal,Surat,New Delhi,24-07-2026,Confirmed,4,Adult,37,Senior Citizen,Confirmed
29-03-2027,1AC,Premium Tatkal,New Delhi,Mumbai,28-07-2026,Waitlisted,3,Senior Citizen,43,Defense Quota,Not Confirmed
31-03-2027,1AC,Tatkal,New Delhi,Bengaluru,30-07-2026,Waitlisted,5,Child,34,Defense Quota,Not Confirmed
06-04-2027,2AC,General,Mumbai,Bhavnagar,05-08-2026,Waitlisted,5,Adult,33,None,Not Confirmed
14-04-2027,3AC,Premium Tatkal,Ahmedabad,Bengaluru,13-08-2026,Waitlisted,2,Adult,36,Defense Quota,Not Confirmed
15-04-2027,1AC,Ladies,Chennai,Bharuch,14-08-2026,Waitlisted,2,Adult,23,None,Not Confirmed
22-04-2027,Sleeper,Tatkal,Surat,Bhavnagar,21-08-2026,Waitlisted,1,Senior Citizen,17,None,Not Confirmed
11-05-2027,2AC,Tatkal,Mumbai,Mumbai,09-09-2026,Waitlisted,4,Adult,24,Defense Quota,Not Confirmed
14-05-2027,2AC,General,Bharuch,Lucknow,12-09-2026,Waitlisted,5,Adult,6,Defense Quota,Not Confirmed
15-05-2027,3AC,General,Bharuch,Bengaluru,13-09-2026,Confirmed,2,Senior Citizen,41,Defense Quota,Confirmed
16-05-2027,2AC,Tatkal,Bhavnagar,Mumbai,14-09-2026,RAC,4,Child,33,None,Confirmed
18-05-2027,2AC,Ladies,Lucknow,Navsari,16-09-2026,Confirmed,3,Adult,22,Senior Citizen,Confirmed
19-05-2027,1AC,Ladies,Chennai,New Delhi,17-09-2026,RAC,4,Child,35,Defense Quota,Confirmed
24-05-2027,1AC,Tatkal,New Delhi,Ahmedabad,22-09-2026,Confirmed,1,Child,19,Defense Quota,Confirmed
28-05-2027,2AC,Tatkal,Mumbai,Bharuch,26-09-2026,Confirmed,4,Senior Citizen,26,Defense Quota,Confirmed
16-06-2027,1AC,Ladies,Navsari,Howrah,15-10-2026,Confirmed,1,Adult,7,None,Confirmed
23-06-2027,1AC,Premium Tatkal,New Delhi,Bengaluru,22-10-2026,Waitlisted,5,Adult,33,Senior Citizen,Not Confirmed
26-06-2027,Sleeper,Tatkal,Chennai,Navsari,25-10-2026,Waitlisted,2,Child,36,None,Not Confirmed
27-06-2027,1AC,Tatkal,Howrah,Bharuch,26-10-2026,Confirmed,1,Adult,46,Senior Citizen,Confirmed
29-06-2027,1AC,Premium Tatkal,New Delhi,New Delhi,28-10-2026,Confirmed,4,Child,10,Senior Citizen,Confirmed
01-07-2027,3AC,Premium Tatkal,Navsari,Ahmedabad,30-10-2026,Waitlisted,2,Adult,18,None,Not Confirmed
11-07-2027,2AC,Premium Tatkal,Mumbai,Bharuch,09-11-2026,Confirmed,3,Senior Citizen,25,None,Confirmed
16-07-2027,2AC,Tatkal,Chennai,Bharuch,14-11-2026,Confirmed,3,Senior Citizen,14,None,Confirmed
18-07-2027,1AC,General,Chennai,Bharuch,16-11-2026,RAC,5,Adult,20,None,Confirmed
26-07-2027,2AC,Ladies,Bengaluru,Lucknow,24-11-2026,Confirmed,1,Adult,28,Senior Citizen,Confirmed
27-07-2027,Sleeper,Premium Tatkal,Bhavnagar,Navsari,25-11-2026,Waitlisted,4,Child,43,Defense Quota,Not Confirmed
09-08-2027,Sleeper,General,Bengaluru,Bhavnagar,08-12-2026,Waitlisted,4,Child,3,Senior Citizen,Not Confirmed
17-08-2027,Sleeper,Tatkal,Bhavnagar,Bharuch,16-12-2026,RAC,4,Child,34,Senior Citizen,Confirmed
26-08-2027,1AC,Ladies,Bengaluru,Bhavnagar,25-12-2026,RAC,3,Adult,11,None,Confirmed
27-08-2027,3AC,Tatkal,Mumbai,Bharuch,26-12-2026,Waitlisted,4,Senior Citizen,32,Defense Quota,Not Confirmed
28-08-2027,Sleeper,Ladies,Bhavnagar,Mumbai,27-12-2026,RAC,2,Senior Citizen,37,None,Confirmed
01-09-2027,Sleeper,General,Bhavnagar,Bengaluru,31-12-2026,Confirmed,1,Adult,34,None,Confirmed
13-09-2027,3AC,Ladies,New Delhi,Chennai,12-01-2027,Confirmed,1,Child,22,None,Confirmed
19-09-2027,2AC,Ladies,Mumbai,Mumbai,18-01-2027,Confirmed,1,Senior Citizen,23,Defense Quota,Confirmed
22-09-2027,1AC,Premium Tatkal,Bhavnagar,Surat,21-01-2027,RAC,2,Senior Citizen,16,Senior Citizen,Confirmed
23-09-2027,1AC,Ladies,New Delhi,Bengaluru,22-01-2027,Waitlisted,3,Child,30,Defense Quota,Not Confirmed
06-10-2027,2AC,Premium Tatkal,Mumbai,Navsari,04-02-2027,Confirmed,5,Adult,6,None,Confirmed
21-10-2027,1AC,Ladies,Bharuch,Lucknow,19-02-2027,Waitlisted,4,Senior Citizen,30,Defense Quota,Not Confirmed
07-11-2027,2AC,General,Lucknow,Surat,08-03-2027,Waitlisted,2,Senior Citizen,29,Senior Citizen,Not Confirmed
11-11-2027,Sleeper,General,Bengaluru,Lucknow,12-03-2027,RAC,4,Adult,6,None,Confirmed
12-11-2027,2AC,Tatkal,Bhavnagar,Ahmedabad,13-03-2027,RAC,1,Senior Citizen,31,Defense Quota,Confirmed
15-11-2027,1AC,Tatkal,Chennai,Bharuch,16-03-2027,Waitlisted,3,Adult,34,Senior Citizen,Not Confirmed
22-11-2027,1AC,General,Bhavnagar,Howrah,23-03-2027,Confirmed,5,Senior Citizen,44,Defense Quota,Confirmed
25-11-2027,2AC,Premium Tatkal,Bharuch,Ahmedabad,26-03-2027,Confirmed,5,Child,35,Senior Citizen,Confirmed
28-11-2027,3AC,Tatkal,Bharuch,Chennai,29-03-2027,Waitlisted,1,Child,4,Defense Quota,Not Confirmed
30-11-2027,3AC,General,Navsari,Lucknow,31-03-2027,RAC,4,Adult,30,None,Confirmed
02-12-2027,1AC,Ladies,Howrah,Chennai,02-04-2027,Confirmed,2,Adult,31,Senior Citizen,Confirmed
05-12-2027,1AC,Ladies,Bharuch,Ahmedabad,05-04-2027,Confirmed,3,Child,14,Defense Quota,Confirmed
11-12-2027,2AC,Ladies,Navsari,Bengaluru,11-04-2027,RAC,5,Senior Citizen,37,Defense Quota,Confirmed
12-12-2027,Sleeper,General,Chennai,Lucknow,12-04-2027,Confirmed,2,Adult,18,None,Confirmed
15-12-2027,Sleeper,General,Chennai,Ahmedabad,15-04-2027,Waitlisted,5,Senior Citizen,32,None,Not Confirmed
24-12-2027,2AC,Premium Tatkal,Navsari,Chennai,24-04-2027,Waitlisted,3,Child,8,Defense Quota,Not Confirmed
25-12-2027,2AC,Ladies,Ahmedabad,Bharuch,25-04-2027,RAC,4,Senior Citizen,32,None,Confirmed
26-12-2027,Sleeper,Premium Tatkal,New Delhi,Ahmedabad,26-04-2027,Waitlisted,5,Child,5,Senior Citizen,Not Confirmed
28-12-2027,Sleeper,Ladies,Bengaluru,Mumbai,28-04-2027,RAC,2,Child,26,Defense Quota,Confirmed
02-01-2028,2AC,Premium Tatkal,Bhavnagar,Howrah,03-05-2027,Confirmed,5,Adult,36,Defense Quota,Confirmed
07-01-2028,Sleeper,Tatkal,Lucknow,Navsari,08-05-2027,RAC,2,Senior Citizen,26,None,Confirmed
08-01-2028,2AC,General,Ahmedabad,Ahmedabad,09-05-2027,Confirmed,5,Adult,27,Senior Citizen,Confirmed
11-01-2028,1AC,Premium Tatkal,Mumbai,Howrah,12-05-2027,Confirmed,3,Senior Citizen,33,Senior Citizen,Confirmed
13-01-2028,Sleeper,Ladies,Bengaluru,Chennai,14-05-2027,Waitlisted,1,Adult,18,Senior Citizen,Not Confirmed
14-01-2028,2AC,Ladies,Bharuch,Navsari,15-05-2027,RAC,5,Child,6,Defense Quota,Confirmed
16-01-2028,3AC,General,New Delhi,Bharuch,17-05-2027,RAC,5,Senior Citizen,3,Defense Quota,Confirmed
17-01-2028,Sleeper,Premium Tatkal,Bengaluru,Bengaluru,18-05-2027,Waitlisted,2,Adult,46,Senior Citizen,Not Confirmed
22-01-2028,3AC,General,Navsari,Howrah,23-05-2027,Waitlisted,1,Adult,41,None,Not Confirmed
26-01-2028,1AC,General,Ahmedabad,Mumbai,27-05-2027,RAC,5,Adult,47,Defense Quota,Confirmed
29-01-2028,3AC,Ladies,Bengaluru,Bharuch,30-05-2027,RAC,5,Adult,46,Defense Quota,Confirmed
10-02-2028,1AC,Tatkal,New Delhi,Bharuch,11-06-2027,Waitlisted,5,Adult,42,Senior Citizen,Not Confirmed
15-02-2028,3AC,Tatkal,Bharuch,Surat,16-06-2027,Confirmed,2,Child,36,Senior Citizen,Confirmed
18-02-2028,3AC,Tatkal,Bhavnagar,Lucknow,19-06-2027,RAC,5,Adult,37,None,Confirmed
21-02-2028,2AC,Ladies,New Delhi,Ahmedabad,22-06-2027,Confirmed,4,Child,46,Senior Citizen,Confirmed
24-02-2028,2AC,Premium Tatkal,Navsari,Howrah,25-06-2027,Confirmed,2,Senior Citizen,4,Defense Quota,Confirmed
26-02-2028,Sleeper,Premium Tatkal,Mumbai,New Delhi,27-06-2027,Confirmed,5,Child,26,None,Confirmed
28-02-2028,1AC,General,Navsari,Bharuch,29-06-2027,Confirmed,3,Senior Citizen,15,Senior Citizen,Confirmed
29-02-2028,Sleeper,General,Mumbai,Howrah,30-06-2027,Confirmed,1,Senior Citizen,16,None,Confirmed
01-03-2028,Sleeper,Premium Tatkal,Surat,Mumbai,01-07-2027,Waitlisted,1,Senior Citizen,37,Defense Quota,Not Confirmed
02-03-2028,1AC,Premium Tatkal,Chennai,Lucknow,02-07-2027,Confirmed,5,Adult,4,Defense Quota,Confirmed
03-03-2028,3AC,Premium Tatkal,Lucknow,Bengaluru,03-07-2027,RAC,2,Senior Citizen,16,Defense Quota,Confirmed
08-03-2028,2AC,Tatkal,Navsari,Bhavnagar,08-07-2027,Waitlisted,3,Child,22,Defense Quota,Not Confirmed
10-03-2028,3AC,Tatkal,Mumbai,Lucknow,10-07-2027,Waitlisted,2,Child,34,None,Not Confirmed
12-03-2028,Sleeper,General,Navsari,Bhavnagar,12-07-2027,RAC,3,Adult,29,None,Confirmed
20-03-2028,2AC,Premium Tatkal,Chennai,Chennai,20-07-2027,Confirmed,1,Child,34,Senior Citizen,Confirmed
23-03-2028,Sleeper,General,Bhavnagar,Bharuch,23-07-2027,Waitlisted,3,Senior Citizen,23,Senior Citizen,Not Confirmed
29-03-2028,2AC,Premium Tatkal,Bhavnagar,Bengaluru,29-07-2027,RAC,4,Child,35,None,Confirmed
30-03-2028,3AC,Premium Tatkal,Bharuch,Lucknow,30-07-2027,Confirmed,3,Senior Citizen,18,Senior Citizen,Confirmed
03-04-2028,3AC,Premium Tatkal,Bengaluru,Howrah,03-08-2027,RAC,4,Senior Citizen,34,Senior Citizen,Confirmed
04-04-2028,Sleeper,Tatkal,Ahmedabad,Bhavnagar,04-08-2027,Waitlisted,2,Senior Citizen,4,Senior Citizen,Not Confirmed
10-04-2028,Sleeper,Ladies,Mumbai,Surat,10-08-2027,RAC,5,Senior Citizen,29,Senior Citizen,Confirmed
11-04-2028,Sleeper,Premium Tatkal,Chennai,Bharuch,11-08-2027,RAC,5,Child,38,Defense Quota,Confirmed
13-04-2028,1AC,Tatkal,Lucknow,Howrah,13-08-2027,Waitlisted,5,Child,38,Senior Citizen,Not Confirmed
17-04-2028,2AC,Ladies,Lucknow,Lucknow,17-08-2027,Waitlisted,4,Senior Citizen,34,Defense Quota,Not Confirmed
19-04-2028,1AC,Ladies,Surat,Howrah,19-08-2027,RAC,4,Senior Citizen,20,None,Confirmed
23-04-2028,Sleeper,Ladies,Chennai,Bharuch,23-08-2027,RAC,3,Adult,16,Defense Quota,Confirmed
24-04-2028,3AC,Ladies,Ahmedabad,Ahmedabad,24-08-2027,Confirmed,1,Child,26,Defense Quota,Confirmed
27-04-2028,Sleeper,Tatkal,Navsari,Lucknow,27-08-2027,Confirmed,1,Adult,5,Defense Quota,Confirmed
29-04-2028,1AC,Ladies,Mumbai,Ahmedabad,29-08-2027,RAC,2,Adult,17,None,Confirmed
03-05-2028,Sleeper,Tatkal,Navsari,Howrah,02-09-2027,Waitlisted,1,Senior Citizen,9,Defense Quota,Not Confirmed
04-05-2028,2AC,Premium Tatkal,Chennai,Bharuch,03-09-2027,Waitlisted,1,Child,41,Defense Quota,Not Confirmed
10-05-2028,3AC,General,Ahmedabad,Lucknow,09-09-2027,RAC,5,Adult,39,None,Confirmed
13-05-2028,1AC,General,Bharuch,Howrah,12-09-2027,Confirmed,3,Senior Citizen,32,None,Confirmed
18-05-2028,2AC,General,Howrah,Surat,17-09-2027,Waitlisted,5,Child,38,None,Not Confirmed
25-05-2028,1AC,Tatkal,New Delhi,Navsari,24-09-2027,Waitlisted,5,Child,40,None,Not Confirmed
27-05-2028,1AC,Tatkal,Bhavnagar,Howrah,26-09-2027,Waitlisted,1,Adult,38,Senior Citizen,Not Confirmed
01-06-2028,2AC,Premium Tatkal,Lucknow,Navsari,01-10-2027,Confirmed,5,Adult,35,None,Confirmed
07-06-2028,Sleeper,General,Ahmedabad,Lucknow,07-10-2027,Waitlisted,3,Adult,41,Defense Quota,Not Confirmed
12-06-2028,2AC,Ladies,Bharuch,Bhavnagar,12-10-2027,Confirmed,3,Adult,27,Defense Quota,Confirmed
13-06-2028,3AC,Ladies,Ahmedabad,Navsari,13-10-2027,RAC,4,Adult,13,None,Confirmed
14-06-2028,1AC,Ladies,Mumbai,Ahmedabad,14-10-2027,Confirmed,5,Adult,27,None,Confirmed
17-06-2028,2AC,Premium Tatkal,Bengaluru,Bhavnagar,17-10-2027,Confirmed,5,Child,20,Senior Citizen,Confirmed
21-06-2028,3AC,Premium Tatkal,Mumbai,Mumbai,21-10-2027,Confirmed,4,Senior Citizen,38,Senior Citizen,Confirmed
22-06-2028,2AC,General,Navsari,Mumbai,22-10-2027,Confirmed,1,Senior Citizen,32,None,Confirmed
28-06-2028,2AC,Ladies,Surat,Surat,28-10-2027,Waitlisted,2,Senior Citizen,38,Senior Citizen,Not Confirmed
29-06-2028,3AC,Tatkal,Ahmedabad,Bengaluru,29-10-2027,Waitlisted,4,Senior Citizen,30,Senior Citizen,Not Confirmed
30-06-2028,1AC,Ladies,Navsari,Ahmedabad,30-10-2027,Confirmed,5,Senior Citizen,34,Senior Citizen,Confirmed
01-07-2028,1AC,Tatkal,Howrah,Mumbai,31-10-2027,RAC,2,Senior Citizen,28,None,Confirmed
02-07-2028,3AC,Tatkal,Chennai,Bengaluru,01-11-2027,Waitlisted,4,Child,34,None,Not Confirmed
04-07-2028,2AC,Ladies,Bharuch,Bharuch,03-11-2027,Confirmed,3,Adult,11,Senior Citizen,Confirmed
26-07-2028,3AC,Premium Tatkal,Surat,Chennai,25-11-2027,Confirmed,1,Adult,46,Defense Quota,Confirmed
27-07-2028,3AC,General,Bhavnagar,Mumbai,26-11-2027,Confirmed,4,Adult,19,None,Confirmed
28-07-2028,1AC,Tatkal,Ahmedabad,Bhavnagar,27-11-2027,RAC,4,Senior Citizen,16,None,Confirmed
30-07-2028,1AC,Tatkal,Lucknow,New Delhi,29-11-2027,Confirmed,4,Senior Citizen,7,Senior Citizen,Confirmed
31-07-2028,Sleeper,General,Mumbai,Navsari,30-11-2027,Waitlisted,2,Adult,25,Defense Quota,Not Confirmed
01-08-2028,3AC,Tatkal,Mumbai,New Delhi,01-12-2027,Waitlisted,3,Adult,40,None,Not Confirmed
07-08-2028,Sleeper,Tatkal,Bhavnagar,Surat,07-12-2027,Confirmed,2,Senior Citizen,38,None,Confirmed
10-08-2028,1AC,Ladies,Chennai,Lucknow,10-12-2027,RAC,4,Adult,32,None,Confirmed
14-08-2028,3AC,General,Bharuch,Bengaluru,14-12-2027,Confirmed,2,Child,10,Senior Citizen,Confirmed
15-08-2028,1AC,Premium Tatkal,Bengaluru,Ahmedabad,15-12-2027,Waitlisted,2,Child,41,Defense Quota,Not Confirmed
17-08-2028,Sleeper,Ladies,Ahmedabad,Surat,17-12-2027,RAC,3,Child,14,Defense Quota,Confirmed
19-08-2028,Sleeper,Tatkal,Mumbai,Bharuch,19-12-2027,Confirmed,3,Adult,13,Senior Citizen,Confirmed
23-08-2028,3AC,General,Mumbai,Ahmedabad,23-12-2027,Waitlisted,1,Senior Citizen,44,Senior Citizen,Not Confirmed
27-08-2028,1AC,General,New Delhi,Mumbai,27-12-2027,RAC,3,Senior Citizen,8,None,Confirmed
14-09-2028,2AC,Ladies,Navsari,Navsari,14-01-2028,Waitlisted,2,Senior Citizen,38,None,Not Confirmed
17-09-2028,3AC,Ladies,Bharuch,Lucknow,17-01-2028,Waitlisted,1,Adult,3,None,Not Confirmed
30-09-2028,3AC,Tatkal,Surat,Lucknow,30-01-2028,RAC,4,Senior Citizen,34,Senior Citizen,Confirmed
01-10-2028,3AC,Tatkal,Bhavnagar,Bhavnagar,31-01-2028,Waitlisted,3,Adult,31,Defense Quota,Not Confirmed
02-10-2028,3AC,Premium Tatkal,Chennai,Ahmedabad,01-02-2028,Confirmed,4,Adult,11,Senior Citizen,Confirmed
20-10-2028,2AC,Ladies,Surat,Chennai,19-02-2028,RAC,1,Adult,30,Senior Citizen,Confirmed
24-10-2028,2AC,Premium Tatkal,Mumbai,Howrah,23-02-2028,Waitlisted,3,Child,4,Defense Quota,Not Confirmed
30-10-2028,2AC,General,Howrah,Bharuch,29-02-2028,Confirmed,3,Adult,43,Defense Quota,Confirmed
01-11-2028,2AC,Premium Tatkal,New Delhi,Chennai,02-03-2028,RAC,4,Adult,11,None,Confirmed
02-11-2028,Sleeper,General,Chennai,Mumbai,03-03-2028,Waitlisted,3,Senior Citizen,5,None,Not Confirmed
07-11-2028,1AC,Premium Tatkal,Surat,Bhavnagar,08-03-2028,RAC,5,Child,43,Defense Quota,Confirmed
09-11-2028,2AC,Premium Tatkal,Ahmedabad,Surat,10-03-2028,RAC,3,Adult,37,Defense Quota,Confirmed
11-11-2028,1AC,Tatkal,Howrah,Mumbai,12-03-2028,Confirmed,4,Senior Citizen,6,Defense Quota,Confirmed
17-11-2028,Sleeper,Tatkal,Surat,Lucknow,18-03-2028,RAC,2,Adult,47,Senior Citizen,Confirmed
20-11-2028,2AC,General,Ahmedabad,Bhavnagar,21-03-2028,Confirmed,2,Child,12,Defense Quota,Confirmed
21-11-2028,2AC,Tatkal,Ahmedabad,Mumbai,22-03-2028,Confirmed,5,Child,35,Defense Quota,Confirmed
24-11-2028,1AC,Ladies,Bharuch,Surat,25-03-2028,Waitlisted,5,Adult,33,Senior Citizen,Not Confirmed
27-11-2028,3AC,General,Bharuch,Chennai,28-03-2028,Confirmed,1,Child,40,Defense Quota,Confirmed
09-12-2028,2AC,Premium Tatkal,Bharuch,Mumbai,09-04-2028,RAC,4,Senior Citizen,32,Defense Quota,Confirmed
12-12-2028,1AC,Ladies,New Delhi,Bengaluru,12-04-2028,Waitlisted,2,Adult,37,Senior Citizen,Not Confirmed
19-12-2028,Sleeper,General,Bhavnagar,Ahmedabad,19-04-2028,Confirmed,3,Adult,32,Defense Quota,Confirmed
26-12-2028,3AC,Tatkal,Ahmedabad,New Delhi,26-04-2028,Confirmed,3,Senior Citizen,42,Defense Quota,Confirmed
06-01-2029,2AC,General,Howrah,Mumbai,07-05-2028,RAC,1,Adult,21,Defense Quota,Confirmed
13-01-2029,1AC,General,Bhavnagar,Mumbai,14-05-2028,Waitlisted,3,Child,30,Defense Quota,Not Confirmed
15-01-2029,2AC,Ladies,Bhavnagar,Howrah,16-05-2028,RAC,4,Child,22,Defense Quota,Confirmed
18-01-2029,1AC,Tatkal,Ahmedabad,Navsari,19-05-2028,Confirmed,2,Child,25,None,Confirmed
26-01-2029,Sleeper,Premium Tatkal,Bharuch,Bengaluru,27-05-2028,Confirmed,4,Child,20,None,Confirmed
28-01-2029,3AC,Premium Tatkal,Mumbai,Bharuch,29-05-2028,RAC,3,Adult,26,Senior Citizen,Confirmed
30-01-2029,Sleeper,General,Howrah,Bhavnagar,31-05-2028,Waitlisted,2,Senior Citizen,16,Senior Citizen,Not Confirmed
03-02-2029,Sleeper,Tatkal,Bengaluru,Bharuch,04-06-2028,Confirmed,4,Adult,36,None,Confirmed
06-02-2029,3AC,Ladies,New Delhi,Bhavnagar,07-06-2028,Waitlisted,3,Child,11,None,Not Confirmed
11-02-2029,3AC,Premium Tatkal,New Delhi,Bengaluru,12-06-2028,Waitlisted,5,Senior Citizen,40,Defense Quota,Not Confirmed
15-02-2029,Sleeper,Premium Tatkal,Bengaluru,Bharuch,16-06-2028,Waitlisted,3,Adult,4,Defense Quota,Not Confirmed
16-02-2029,3AC,Tatkal,Ahmedabad,Chennai,17-06-2028,Confirmed,3,Child,33,Defense Quota,Confirmed
21-02-2029,2AC,General,Lucknow,Mumbai,22-06-2028,Confirmed,3,Senior Citizen,7,Senior Citizen,Confirmed
25-02-2029,2AC,Ladies,Chennai,Ahmedabad,26-06-2028,Confirmed,2,Child,24,Senior Citizen,Confirmed
05-03-2029,1AC,Premium Tatkal,Howrah,Surat,04-07-2028,RAC,4,Child,11,Defense Quota,Confirmed
07-03-2029,2AC,Premium Tatkal,Lucknow,Lucknow,06-07-2028,RAC,5,Child,32,Senior Citizen,Confirmed
08-03-2029,1AC,Ladies,Navsari,New Delhi,07-07-2028,Waitlisted,3,Senior Citizen,44,Senior Citizen,Not Confirmed
11-03-2029,2AC,Ladies,Ahmedabad,Bengaluru,10-07-2028,RAC,1,Senior Citizen,5,None,Confirmed
15-03-2029,1AC,Tatkal,Navsari,Surat,14-07-2028,Confirmed,2,Senior Citizen,2,Defense Quota,Confirmed
21-03-2029,3AC,Ladies,Ahmedabad,Surat,20-07-2028,Waitlisted,1,Child,29,Senior Citizen,Not Confirmed
27-03-2029,Sleeper,General,Chennai,Chennai,26-07-2028,Confirmed,4,Senior Citizen,45,Defense Quota,Confirmed
28-03-2029,3AC,Tatkal,New Delhi,Surat,27-07-2028,Waitlisted,4,Adult,39,None,Not Confirmed
30-03-2029,Sleeper,Premium Tatkal,Mumbai,Mumbai,29-07-2028,Confirmed,3,Child,32,Defense Quota,Confirmed
01-04-2029,3AC,Ladies,Howrah,Howrah,31-07-2028,RAC,2,Senior Citizen,17,Defense Quota,Confirmed
04-04-2029,Sleeper,Ladies,Bengaluru,Mumbai,03-08-2028,RAC,5,Adult,28,Senior Citizen,Confirmed
05-04-2029,Sleeper,Tatkal,Bengaluru,Surat,04-08-2028,Waitlisted,1,Child,33,None,Not Confirmed
09-04-2029,3AC,Ladies,Ahmedabad,Bengaluru,08-08-2028,Waitlisted,2,Senior Citizen,4,None,Not Confirmed
11-04-2029,3AC,Premium Tatkal,Howrah,Bengaluru,10-08-2028,Waitlisted,5,Child,28,Senior Citizen,Not Confirmed
14-04-2029,Sleeper,Premium Tatkal,Bharuch,Surat,13-08-2028,Waitlisted,3,Adult,9,None,Not Confirmed
28-04-2029,1AC,Premium Tatkal,Navsari,Mumbai,27-08-2028,Waitlisted,3,Child,18,Defense Quota,Not Confirmed
30-04-2029,3AC,General,Mumbai,Bengaluru,29-08-2028,Waitlisted,5,Senior Citizen,27,Senior Citizen,Not Confirmed
06-05-2029,1AC,Tatkal,Bhavnagar,New Delhi,04-09-2028,RAC,3,Senior Citizen,32,Defense Quota,Confirmed
08-05-2029,3AC,General,Mumbai,New Delhi,06-09-2028,RAC,1,Adult,42,None,Confirmed
09-05-2029,3AC,General,Chennai,Mumbai,07-09-2028,Confirmed,5,Adult,30,Senior Citizen,Confirmed
14-05-2029,Sleeper,General,Bharuch,Mumbai,12-09-2028,RAC,2,Child,6,None,Confirmed
16-05-2029,2AC,Ladies,Chennai,Lucknow,14-09-2028,Waitlisted,1,Child,11,None,Not Confirmed
19-05-2029,Sleeper,Tatkal,Bharuch,Lucknow,17-09-2028,Waitlisted,2,Child,27,None,Not Confirmed
25-05-2029,3AC,Premium Tatkal,Bengaluru,Bengaluru,23-09-2028,RAC,3,Child,42,None,Confirmed
30-05-2029,Sleeper,General,New Delhi,Ahmedabad,28-09-2028,RAC,1,Child,34,None,Confirmed
01-06-2029,2AC,Premium Tatkal,Surat,New Delhi,30-09-2028,Waitlisted,2,Child,7,Senior Citizen,Not Confirmed
02-06-2029,Sleeper,General,Chennai,Bharuch,01-10-2028,RAC,2,Child,19,Senior Citizen,Confirmed
05-06-2029,Sleeper,Ladies,Navsari,Bharuch,04-10-2028,Confirmed,4,Senior Citizen,29,Senior Citizen,Confirmed
14-06-2029,2AC,Ladies,Ahmedabad,Lucknow,13-10-2028,Waitlisted,4,Child,33,None,Not Confirmed
21-06-2029,2AC,Premium Tatkal,New Delhi,New Delhi,20-10-2028,Confirmed,2,Adult,16,Defense Quota,Confirmed
22-06-2029,1AC,Tatkal,Navsari,Chennai,21-10-2028,Confirmed,4,Senior Citizen,13,Senior Citizen,Confirmed
26-06-2029,1AC,Ladies,Bengaluru,Chennai,25-10-2028,Confirmed,3,Senior Citizen,4,None,Confirmed
01-07-2029,2AC,Ladies,New Delhi,Mumbai,30-10-2028,Confirmed,4,Senior Citizen,28,Defense Quota,Confirmed
02-07-2029,3AC,General,Howrah,Navsari,31-10-2028,Waitlisted,1,Adult,40,None,Not Confirmed
08-07-2029,1AC,Premium Tatkal,New Delhi,Mumbai,06-11-2028,Waitlisted,3,Adult,10,Defense Quota,Not Confirmed
09-07-2029,Sleeper,Ladies,Howrah,Chennai,07-11-2028,RAC,5,Adult,46,None,Confirmed
15-07-2029,3AC,Ladies,Howrah,Bharuch,13-11-2028,Waitlisted,1,Senior Citizen,36,Senior Citizen,Not Confirmed
20-07-2029,Sleeper,Tatkal,Chennai,Ahmedabad,18-11-2028,Waitlisted,4,Adult,29,None,Not Confirmed
23-07-2029,Sleeper,Tatkal,Chennai,Ahmedabad,21-11-2028,RAC,4,Senior Citizen,45,None,Confirmed
24-07-2029,3AC,General,Mumbai,Bharuch,22-11-2028,RAC,3,Senior Citizen,14,Defense Quota,Confirmed
30-07-2029,Sleeper,General,New Delhi,Chennai,28-11-2028,RAC,4,Adult,24,None,Confirmed
31-07-2029,2AC,Ladies,Bengaluru,Navsari,29-11-2028,RAC,3,Child,10,None,Confirmed
03-08-2029,2AC,Premium Tatkal,Navsari,Bengaluru,02-12-2028,RAC,5,Senior Citizen,23,Defense Quota,Confirmed
08-08-2029,Sleeper,Tatkal,Chennai,Surat,07-12-2028,RAC,2,Child,3,None,Confirmed
10-08-2029,2AC,Premium Tatkal,Ahmedabad,Bhavnagar,09-12-2028,Waitlisted,5,Adult,8,Defense Quota,Not Confirmed
18-08-2029,1AC,Ladies,Lucknow,Mumbai,17-12-2028,Confirmed,5,Senior Citizen,12,Senior Citizen,Confirmed
19-08-2029,1AC,Ladies,Surat,Howrah,18-12-2028,Waitlisted,1,Child,5,None,Not Confirmed
24-08-2029,2AC,Tatkal,Ahmedabad,Bharuch,23-12-2028,Confirmed,3,Senior Citizen,6,Senior Citizen,Confirmed
28-08-2029,Sleeper,General,Lucknow,New Delhi,27-12-2028,Confirmed,5,Child,36,Senior Citizen,Confirmed
07-09-2029,1AC,General,Navsari,Bhavnagar,06-01-2029,Waitlisted,3,Senior Citizen,33,None,Not Confirmed
